gene_id,product,lists,subcategory,biotype,contrast,method,log2FC,padj,significant,GO_IDs
FGSG_00048,uncharacterized protein,v2:Pathogenicity,Gramilin,protein_coding,Low v Black,limma-TPM,-0.343,0.0089005452057222,False,F:GO:0016491; F:GO:0046872; P:GO:0055114
FGSG_00048,uncharacterized protein,v2:Pathogenicity,Gramilin,protein_coding,Low v Black,limma-FPKM,-0.29,0.0990989802928658,False,F:GO:0016491; F:GO:0046872; P:GO:0055114
FGSG_00048,uncharacterized protein,v2:Pathogenicity,Gramilin,protein_coding,Half v Dark,DESeq2,1.891,6.456788626655751e-197,True,F:GO:0016491; F:GO:0046872; P:GO:0055114
FGSG_00048,uncharacterized protein,v2:Pathogenicity,Gramilin,protein_coding,Half v Dark,limma-TPM,1.797,2.99428660413318e-09,True,F:GO:0016491; F:GO:0046872; P:GO:0055114
FGSG_00048,uncharacterized protein,v2:Pathogenicity,Gramilin,protein_coding,Half v Dark,limma-FPKM,1.783,3.34736419478814e-09,True,F:GO:0016491; F:GO:0046872; P:GO:0055114
FGSG_00048,uncharacterized protein,v2:Pathogenicity,Gramilin,protein_coding,Low v Dark,DESeq2,0.556,1.0385597627842501e-17,False,F:GO:0016491; F:GO:0046872; P:GO:0055114
FGSG_00048,uncharacterized protein,v2:Pathogenicity,Gramilin,protein_coding,Low v Dark,limma-TPM,0.712,0.0001223933579173,False,F:GO:0016491; F:GO:0046872; P:GO:0055114
FGSG_00048,uncharacterized protein,v2:Pathogenicity,Gramilin,protein_coding,Low v Dark,limma-FPKM,0.733,0.0013072027118474,False,F:GO:0016491; F:GO:0046872; P:GO:0055114
FGSG_00048,uncharacterized protein,v2:Pathogenicity,Gramilin,protein_coding,Low v Half,DESeq2,-1.332,7.50351099401879e-98,True,F:GO:0016491; F:GO:0046872; P:GO:0055114
FGSG_00048,uncharacterized protein,v2:Pathogenicity,Gramilin,protein_coding,Low v Half,limma-TPM,-1.084,6.00779321857533e-07,True,F:GO:0016491; F:GO:0046872; P:GO:0055114
FGSG_00048,uncharacterized protein,v2:Pathogenicity,Gramilin,protein_coding,Low v Half,limma-FPKM,-1.05,7.61693628473986e-06,True,F:GO:0016491; F:GO:0046872; P:GO:0055114
FGSG_00049,uncharacterized protein,v2:Pathogenicity,Gramilin,protein_coding,Dark v Black,DESeq2,-0.965,2.31132179901951e-19,False,F:GO:0004084; P:GO:0009081
FGSG_00049,uncharacterized protein,v2:Pathogenicity,Gramilin,protein_coding,Dark v Black,limma-TPM,-0.614,0.016829192043236,False,F:GO:0004084; P:GO:0009081
FGSG_00049,uncharacterized protein,v2:Pathogenicity,Gramilin,protein_coding,Dark v Black,limma-FPKM,-0.582,0.0416811308743436,False,F:GO:0004084; P:GO:0009081
FGSG_00049,uncharacterized protein,v2:Pathogenicity,Gramilin,protein_coding,Half v Black,DESeq2,0.439,5.9599529699063e-05,False,F:GO:0004084; P:GO:0009081
FGSG_00049,uncharacterized protein,v2:Pathogenicity,Gramilin,protein_coding,Half v Black,limma-TPM,0.702,0.0138042366787518,False,F:GO:0004084; P:GO:0009081
FGSG_00049,uncharacterized protein,v2:Pathogenicity,Gramilin,protein_coding,Half v Black,limma-FPKM,0.721,0.0264791656913534,False,F:GO:0004084; P:GO:0009081
FGSG_00049,uncharacterized protein,v2:Pathogenicity,Gramilin,protein_coding,Low v Black,DESeq2,-0.258,0.0286966650955866,False,F:GO:0004084; P:GO:0009081
FGSG_00049,uncharacterized protein,v2:Pathogenicity,Gramilin,protein_coding,Low v Black,limma-TPM,0.277,0.218370769751784,False,F:GO:0004084; P:GO:0009081
FGSG_00049,uncharacterized protein,v2:Pathogenicity,Gramilin,protein_coding,Low v Black,limma-FPKM,0.33,0.203496081869038,False,F:GO:0004084; P:GO:0009081
FGSG_00049,uncharacterized protein,v2:Pathogenicity,Gramilin,protein_coding,Half v Dark,DESeq2,1.428,3.01168196399538e-41,True,F:GO:0004084; P:GO:0009081
FGSG_00049,uncharacterized protein,v2:Pathogenicity,Gramilin,protein_coding,Half v Dark,limma-TPM,1.316,0.0001467703954665,True,F:GO:0004084; P:GO:0009081
FGSG_00049,uncharacterized protein,v2:Pathogenicity,Gramilin,protein_coding,Half v Dark,limma-FPKM,1.302,0.0003280018843451,True,F:GO:0004084; P:GO:0009081
FGSG_00049,uncharacterized protein,v2:Pathogenicity,Gramilin,protein_coding,Low v Dark,DESeq2,0.696,1.6334721778163201e-10,False,F:GO:0004084; P:GO:0009081
FGSG_00049,uncharacterized protein,v2:Pathogenicity,Gramilin,protein_coding,Low v Dark,limma-TPM,0.891,0.0052811102463181,False,F:GO:0004084; P:GO:0009081
FGSG_00049,uncharacterized protein,v2:Pathogenicity,Gramilin,protein_coding,Low v Dark,limma-FPKM,0.912,0.0098481424447084,False,F:GO:0004084; P:GO:0009081
FGSG_00049,uncharacterized protein,v2:Pathogenicity,Gramilin,protein_coding,Low v Half,DESeq2,-0.711,4.4739855502450196e-11,False,F:GO:0004084; P:GO:0009081
FGSG_00049,uncharacterized protein,v2:Pathogenicity,Gramilin,protein_coding,Low v Half,limma-TPM,-0.425,0.0838644240585034,False,F:GO:0004084; P:GO:0009081
FGSG_00049,uncharacterized protein,v2:Pathogenicity,Gramilin,protein_coding,Low v Half,limma-FPKM,-0.391,0.165799878607748,False,F:GO:0004084; P:GO:0009081
FGSG_00056,uncharacterized protein,effector,,protein_coding,Dark v Black,DESeq2,,,False,
FGSG_00056,uncharacterized protein,effector,,protein_coding,Dark v Black,limma-TPM,,,False,
FGSG_00056,uncharacterized protein,effector,,protein_coding,Dark v Black,limma-FPKM,,,False,
FGSG_00056,uncharacterized protein,effector,,protein_coding,Half v Black,DESeq2,,,False,
FGSG_00056,uncharacterized protein,effector,,protein_coding,Half v Black,limma-TPM,,,False,
FGSG_00056,uncharacterized protein,effector,,protein_coding,Half v Black,limma-FPKM,,,False,
FGSG_00056,uncharacterized protein,effector,,protein_coding,Low v Black,DESeq2,,,False,
FGSG_00056,uncharacterized protein,effector,,protein_coding,Low v Black,limma-TPM,,,False,
FGSG_00056,uncharacterized protein,effector,,protein_coding,Low v Black,limma-FPKM,,,False,
FGSG_00056,uncharacterized protein,effector,,protein_coding,Half v Dark,DESeq2,,,False,
FGSG_00056,uncharacterized protein,effector,,protein_coding,Half v Dark,limma-TPM,,,False,
FGSG_00056,uncharacterized protein,effector,,protein_coding,Half v Dark,limma-FPKM,,,False,
FGSG_00056,uncharacterized protein,effector,,protein_coding,Low v Dark,DESeq2,,,False,
FGSG_00056,uncharacterized protein,effector,,protein_coding,Low v Dark,limma-TPM,,,False,
FGSG_00056,uncharacterized protein,effector,,protein_coding,Low v Dark,limma-FPKM,,,False,
FGSG_00056,uncharacterized protein,effector,,protein_coding,Low v Half,DESeq2,,,False,
FGSG_00056,uncharacterized protein,effector,,protein_coding,Low v Half,limma-TPM,,,False,
FGSG_00056,uncharacterized protein,effector,,protein_coding,Low v Half,limma-FPKM,,,False,
FGSG_00060,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Dark v Black,DESeq2,3.069,0.0081878120245897,True,C:GO:0005576; P:GO:0009405; P:GO:0009987
FGSG_00060,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Dark v Black,limma-TPM,2.17,6.33723971917253e-06,True,C:GO:0005576; P:GO:0009405; P:GO:0009987
FGSG_00060,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Dark v Black,limma-FPKM,1.71,8.97745730248826e-07,True,C:GO:0005576; P:GO:0009405; P:GO:0009987
FGSG_00060,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Half v Black,DESeq2,-0.006,0.976367531648532,False,C:GO:0005576; P:GO:0009405; P:GO:0009987
FGSG_00060,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Half v Black,limma-TPM,0.0,1.0,False,C:GO:0005576; P:GO:0009405; P:GO:0009987
FGSG_00060,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Half v Black,limma-FPKM,0.0,1.0,False,C:GO:0005576; P:GO:0009405; P:GO:0009987
FGSG_00060,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Low v Black,DESeq2,0.532,0.274516623993815,False,C:GO:0005576; P:GO:0009405; P:GO:0009987
FGSG_00060,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Low v Black,limma-TPM,0.0,1.0,False,C:GO:0005576; P:GO:0009405; P:GO:0009987
FGSG_00060,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Low v Black,limma-FPKM,0.0,1.0,False,C:GO:0005576; P:GO:0009405; P:GO:0009987
FGSG_00060,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Half v Dark,DESeq2,-3.232,0.0083456184859136,True,C:GO:0005576; P:GO:0009405; P:GO:0009987
FGSG_00060,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Half v Dark,limma-TPM,-2.17,1.25005321618643e-05,True,C:GO:0005576; P:GO:0009405; P:GO:0009987
FGSG_00060,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Half v Dark,limma-FPKM,-1.71,1.89071974042932e-06,True,C:GO:0005576; P:GO:0009405; P:GO:0009987
FGSG_00060,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Low v Dark,DESeq2,-0.332,0.0940076420371201,False,C:GO:0005576; P:GO:0009405; P:GO:0009987
FGSG_00060,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Low v Dark,limma-TPM,-2.17,2.37541568281566e-05,True,C:GO:0005576; P:GO:0009405; P:GO:0009987
FGSG_00060,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Low v Dark,limma-FPKM,-1.71,3.61575785411999e-06,True,C:GO:0005576; P:GO:0009405; P:GO:0009987
FGSG_00060,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Low v Half,DESeq2,0.339,0.262983104104097,False,C:GO:0005576; P:GO:0009405; P:GO:0009987
FGSG_00060,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Low v Half,limma-TPM,0.0,1.0,False,C:GO:0005576; P:GO:0009405; P:GO:0009987
FGSG_00060,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Low v Half,limma-FPKM,0.0,1.0,False,C:GO:0005576; P:GO:0009405; P:GO:0009987
FGSG_00061,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Dark v Black,DESeq2,0.551,0.053775949565354,False,C:GO:0005576; P:GO:0009405
FGSG_00061,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Dark v Black,limma-TPM,1.582,0.0002459584888346,True,C:GO:0005576; P:GO:0009405
FGSG_00061,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Dark v Black,limma-FPKM,,,False,C:GO:0005576; P:GO:0009405
FGSG_00061,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Half v Black,DESeq2,-0.002,,False,C:GO:0005576; P:GO:0009405
FGSG_00061,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Half v Black,limma-TPM,0.0,1.0,False,C:GO:0005576; P:GO:0009405
FGSG_00061,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Half v Black,limma-FPKM,,,False,C:GO:0005576; P:GO:0009405
FGSG_00061,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Low v Black,DESeq2,-0.013,0.913676045126984,False,C:GO:0005576; P:GO:0009405
FGSG_00061,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Low v Black,limma-TPM,0.0,1.0,False,C:GO:0005576; P:GO:0009405
FGSG_00061,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Low v Black,limma-FPKM,,,False,C:GO:0005576; P:GO:0009405
FGSG_00061,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Half v Dark,DESeq2,-0.261,,False,C:GO:0005576; P:GO:0009405
FGSG_00061,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Half v Dark,limma-TPM,-1.582,0.0004460888147924,True,C:GO:0005576; P:GO:0009405
FGSG_00061,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Half v Dark,limma-FPKM,,,False,C:GO:0005576; P:GO:0009405
FGSG_00061,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Low v Dark,DESeq2,-0.134,,False,C:GO:0005576; P:GO:0009405
FGSG_00061,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Low v Dark,limma-TPM,-1.582,0.00081934680268,True,C:GO:0005576; P:GO:0009405
FGSG_00061,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Low v Dark,limma-FPKM,,,False,C:GO:0005576; P:GO:0009405
FGSG_00061,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Low v Half,DESeq2,-0.007,0.947665217614115,False,C:GO:0005576; P:GO:0009405
FGSG_00061,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Low v Half,limma-TPM,0.0,1.0,False,C:GO:0005576; P:GO:0009405
FGSG_00061,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Low v Half,limma-FPKM,,,False,C:GO:0005576; P:GO:0009405
FGSG_00062,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Dark v Black,DESeq2,1.06,0.0012878136228309,True,C:GO:0005576; P:GO:0009405
FGSG_00062,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Dark v Black,limma-TPM,1.348,0.0004215594572806,True,C:GO:0005576; P:GO:0009405
FGSG_00062,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Dark v Black,limma-FPKM,1.309,0.0001356396081867,True,C:GO:0005576; P:GO:0009405
FGSG_00062,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Half v Black,DESeq2,-0.351,0.241079898373471,False,C:GO:0005576; P:GO:0009405
FGSG_00062,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Half v Black,limma-TPM,-0.167,0.660518783611707,False,C:GO:0005576; P:GO:0009405
FGSG_00062,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Half v Black,limma-FPKM,-0.14,0.719772677484924,False,C:GO:0005576; P:GO:0009405
FGSG_00062,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Low v Black,DESeq2,-0.848,0.021765159752623,False,C:GO:0005576; P:GO:0009405
FGSG_00062,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Low v Black,limma-TPM,-0.624,0.0433332508181821,False,C:GO:0005576; P:GO:0009405
FGSG_00062,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Low v Black,limma-FPKM,-0.531,0.0627232977637271,False,C:GO:0005576; P:GO:0009405
FGSG_00062,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Half v Dark,DESeq2,-1.63,2.8789519442445e-06,True,C:GO:0005576; P:GO:0009405
FGSG_00062,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Half v Dark,limma-TPM,-1.515,0.000280271729421,True,C:GO:0005576; P:GO:0009405
FGSG_00062,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Half v Dark,limma-FPKM,-1.449,7.7667186874574e-05,True,C:GO:0005576; P:GO:0009405
FGSG_00062,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Low v Dark,DESeq2,-2.011,2.40203331406941e-08,True,C:GO:0005576; P:GO:0009405
FGSG_00062,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Low v Dark,limma-TPM,-1.972,4.18287533042786e-05,True,C:GO:0005576; P:GO:0009405
FGSG_00062,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Low v Dark,limma-FPKM,-1.84,7.07729839816814e-06,True,C:GO:0005576; P:GO:0009405
FGSG_00062,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Low v Half,DESeq2,-0.276,0.452212567883395,False,C:GO:0005576; P:GO:0009405
FGSG_00062,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Low v Half,limma-TPM,-0.457,0.151193110810726,False,C:GO:0005576; P:GO:0009405
FGSG_00062,uncharacterized protein,toxin/pyrone; v2:Pathogenicity,Killer Kp4 Toxin Like Protein,protein_coding,Low v Half,limma-FPKM,-0.392,0.19946442014777,False,C:GO:0005576; P:GO:0009405
FGSG_00129,uncharacterized protein,effector,,protein_coding,Dark v Black,DESeq2,-0.007,,False,
FGSG_00129,uncharacterized protein,effector,,protein_coding,Dark v Black,limma-TPM,,,False,
FGSG_00129,uncharacterized protein,effector,,protein_coding,Dark v Black,limma-FPKM,,,False,
FGSG_00129,uncharacterized protein,effector,,protein_coding,Half v Black,DESeq2,0.055,,False,
FGSG_00129,uncharacterized protein,effector,,protein_coding,Half v Black,limma-TPM,,,False,
FGSG_00129,uncharacterized protein,effector,,protein_coding,Half v Black,limma-FPKM,,,False,
FGSG_00129,uncharacterized protein,effector,,protein_coding,Low v Black,DESeq2,-0.319,0.462542202300413,False,
FGSG_00129,uncharacterized protein,effector,,protein_coding,Low v Black,limma-TPM,,,False,
FGSG_00129,uncharacterized protein,effector,,protein_coding,Low v Black,limma-FPKM,,,False,
FGSG_00129,uncharacterized protein,effector,,protein_coding,Half v Dark,DESeq2,0.102,,False,
FGSG_00129,uncharacterized protein,effector,,protein_coding,Half v Dark,limma-TPM,,,False,
FGSG_00129,uncharacterized protein,effector,,protein_coding,Half v Dark,limma-FPKM,,,False,
FGSG_00129,uncharacterized protein,effector,,protein_coding,Low v Dark,DESeq2,-0.058,,False,
FGSG_00129,uncharacterized protein,effector,,protein_coding,Low v Dark,limma-TPM,,,False,
FGSG_00129,uncharacterized protein,effector,,protein_coding,Low v Dark,limma-FPKM,,,False,
FGSG_00129,uncharacterized protein,effector,,protein_coding,Low v Half,DESeq2,-0.285,,False,
FGSG_00129,uncharacterized protein,effector,,protein_coding,Low v Half,limma-TPM,,,False,
FGSG_00129,uncharacterized protein,effector,,protein_coding,Low v Half,limma-FPKM,,,False,
FGSG_00175,2-methylcitrate synthase,v2:Metabolism,Citrate Cycle,protein_coding,Dark v Black,DESeq2,-0.28,0.001713447838953,False,C:GO:0005759; F:GO:0004108; F:GO:0050440; P:GO:0006099; P:GO:0019629
FGSG_00175,2-methylcitrate synthase,v2:Metabolism,Citrate Cycle,protein_coding,Dark v Black,limma-TPM,0.074,0.637158171372433,False,C:GO:0005759; F:GO:0004108; F:GO:0050440; P:GO:0006099; P:GO:0019629
FGSG_00175,2-methylcitrate synthase,v2:Metabolism,Citrate Cycle,protein_coding,Dark v Black,limma-FPKM,0.105,0.638830244206397,False,C:GO:0005759; F:GO:0004108; F:GO:0050440; P:GO:0006099; P:GO:0019629
FGSG_00175,2-methylcitrate synthase,v2:Metabolism,Citrate Cycle,protein_coding,Half v Black,DESeq2,0.422,5.55746024244731e-07,False,C:GO:0005759; F:GO:0004108; F:GO:0050440; P:GO:0006099; P:GO:0019629
FGSG_00175,2-methylcitrate synthase,v2:Metabolism,Citrate Cycle,protein_coding,Half v Black,limma-TPM,0.663,0.0007772211828881,False,C:GO:0005759; F:GO:0004108; F:GO:0050440; P:GO:0006099; P:GO:0019629
FGSG_00175,2-methylcitrate synthase,v2:Metabolism,Citrate Cycle,protein_coding,Half v Black,limma-FPKM,0.678,0.0057238988208167,False,C:GO:0005759; F:GO:0004108; F:GO:0050440; P:GO:0006099; P:GO:0019629
FGSG_00175,2-methylcitrate synthase,v2:Metabolism,Citrate Cycle,protein_coding,Low v Black,DESeq2,-0.852,3.31827002697792e-23,False,C:GO:0005759; F:GO:0004108; F:GO:0050440; P:GO:0006099; P:GO:0019629
FGSG_00175,2-methylcitrate synthase,v2:Metabolism,Citrate Cycle,protein_coding,Low v Black,limma-TPM,-0.365,0.0174345294830777,False,C:GO:0005759; F:GO:0004108; F:GO:0050440; P:GO:0006099; P:GO:0019629
FGSG_00175,2-methylcitrate synthase,v2:Metabolism,Citrate Cycle,protein_coding,Low v Black,limma-FPKM,-0.311,0.121229092203855,False,C:GO:0005759; F:GO:0004108; F:GO:0050440; P:GO:0006099; P:GO:0019629
FGSG_00175,2-methylcitrate synthase,v2:Metabolism,Citrate Cycle,protein_coding,Half v Dark,DESeq2,0.708,6.1160049543957696e-18,False,C:GO:0005759; F:GO:0004108; F:GO:0050440; P:GO:0006099; P:GO:0019629
