GO	go_name	go_namespace
GO:0036265	RNA (guanine-N7)-methylation	BP
GO:0036266	Cdc48p-Npl4p-Vms1p AAA ATPase complex	CC
GO:0036267	invasive filamentous growth	BP
GO:0036283	obsolete positive regulation of transcription factor import into nucleus in response to oxidative stress	BP
GO:0036289	peptidyl-serine autophosphorylation	BP
GO:0036290	protein trans-autophosphorylation	BP
GO:0036297	interstrand cross-link repair	BP
GO:0036320	mating-type P-factor pheromone receptor activity	MF
GO:0036376	sodium ion export across plasma membrane	BP
GO:0036402	proteasome-activating activity	MF
GO:0036435	K48-linked polyubiquitin modification-dependent protein binding	MF
GO:0036449	microtubule minus-end	CC
GO:0036450	polyuridylation-dependent decapping of nuclear-transcribed mRNA	BP
GO:0036455	iron-sulfur transferase activity	MF
GO:0036459		
GO:0038038	G protein-coupled receptor homodimeric complex	CC
GO:0038067	obsolete MAP kinase activity involved in cell wall organization or biogenesis	MF
GO:0038079	obsolete MAP kinase activity involved in osmosensory signaling pathway	MF
GO:0038083	peptidyl-tyrosine autophosphorylation	BP
GO:0038202	TORC1 signaling	BP
GO:0038203	TORC2 signaling	BP
GO:0040001	establishment of mitotic spindle localization	BP
GO:0040008	regulation of growth	BP
GO:0040010	positive regulation of growth rate	BP
GO:0040020	regulation of meiotic nuclear division	BP
GO:0042026	protein refolding	BP
GO:0042030	ATPase inhibitor activity	MF
GO:0042038	peptidyl-histidine methylation, to form tele-methylhistidine	BP
GO:0042054	histone methyltransferase activity	MF
GO:0042124	1,3-beta-glucanosyltransferase activity	MF
GO:0042127	regulation of cell population proliferation	BP
GO:0042128	nitrate assimilation	BP
GO:0042132	fructose 1,6-bisphosphate 1-phosphatase activity	MF
GO:0042134	rRNA primary transcript binding	MF
GO:0042138	meiotic DNA double-strand break formation	BP
GO:0042144	vacuole fusion, non-autophagic	BP
GO:0042147	retrograde transport, endosome to Golgi	BP
GO:0042148	DNA strand invasion	BP
GO:0042149	cellular response to glucose starvation	BP
GO:0042162	telomeric repeat DNA binding	MF
GO:0042171	lysophosphatidic acid acyltransferase activity	MF
GO:0042173	regulation of sporulation resulting in formation of a cellular spore	BP
GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network	CC
GO:0042176	regulation of protein catabolic process	BP
GO:0042177	negative regulation of protein catabolic process	BP
GO:0042180	ketone metabolic process	BP
GO:0042183	formate catabolic process	BP
GO:0042254	ribosome biogenesis	BP
GO:0042255	ribosome assembly	BP
GO:0042256	cytosolic ribosome assembly	BP
GO:0042272	nuclear RNA export factor complex	CC
GO:0042273	ribosomal large subunit biogenesis	BP
GO:0042274	ribosomal small subunit biogenesis	BP
GO:0042275	error-free postreplication DNA repair	BP
GO:0042276	error-prone translesion synthesis	BP
GO:0042277	peptide binding	MF
GO:0042281	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	MF
GO:0042283	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	MF
GO:0042284	sphingolipid delta-4 desaturase activity	MF
GO:0042292	URM1 activating enzyme activity	MF
GO:0042307	positive regulation of protein import into nucleus	BP
GO:0042327	positive regulation of phosphorylation	BP
GO:0042393	histone binding	MF
GO:0042406	extrinsic component of endoplasmic reticulum membrane	CC
GO:0042407	cristae formation	BP
GO:0042438	melanin biosynthetic process	BP
GO:0042450	obsolete L-arginine biosynthetic process via ornithine	BP
GO:0042493		
GO:0042542	response to hydrogen peroxide	BP
GO:0042545	cell wall modification	BP
GO:0042546	cell wall biogenesis	BP
GO:0042554	superoxide anion generation	BP
GO:0042555	MCM complex	CC
GO:0042578	phosphoric ester hydrolase activity	MF
GO:0042594	response to starvation	BP
GO:0042597	periplasmic space	CC
GO:0042602	riboflavin reductase (NADPH) activity	MF
GO:0042623		
GO:0042624	obsolete ATPase activity, uncoupled	MF
GO:0042626	ATPase-coupled transmembrane transporter activity	MF
GO:0042632	cholesterol homeostasis	BP
GO:0042645	mitochondrial nucleoid	CC
GO:0042719	mitochondrial intermembrane space chaperone complex	CC
GO:0042720	mitochondrial inner membrane peptidase complex	CC
GO:0042721	TIM22 mitochondrial import inner membrane insertion complex	CC
GO:0042729	DASH complex	CC
GO:0042736	NADH kinase activity	MF
GO:0042742	defense response to bacterium	BP
GO:0042743	hydrogen peroxide metabolic process	BP
GO:0042744	hydrogen peroxide catabolic process	BP
GO:0042758	long-chain fatty acid catabolic process	BP
GO:0042760	very long-chain fatty acid catabolic process	BP
GO:0042764	ascospore-type prospore	CC
GO:0042765	GPI-anchor transamidase complex	CC
GO:0042766	obsolete nucleosome mobilization	BP
GO:0042769	obsolete DNA damage response, detection of DNA damage	BP
GO:0042773	ATP synthesis coupled electron transport	BP
GO:0042775	mitochondrial ATP synthesis coupled electron transport	BP
GO:0042776	proton motive force-driven mitochondrial ATP synthesis	BP
GO:0042779	obsolete tRNA 3'-trailer cleavage	BP
GO:0042780	tRNA 3'-end processing	BP
GO:0042781	3'-tRNA processing endoribonuclease activity	MF
GO:0042787		
GO:0042790	nucleolar large rRNA transcription by RNA polymerase I	BP
GO:0042797	tRNA transcription by RNA polymerase III	BP
GO:0042799	histone H4K20 methyltransferase activity	MF
GO:0042800	histone H3K4 methyltransferase activity	MF
GO:0042802	identical protein binding	MF
GO:0042803	protein homodimerization activity	MF
GO:0042819	vitamin B6 biosynthetic process	BP
GO:0042823	pyridoxal 5'-phosphate biosynthetic process	BP
GO:0042826	histone deacetylase binding	MF
GO:0042843	D-xylose catabolic process	BP
GO:0042866	pyruvate biosynthetic process	BP
GO:0042883	L-cysteine transport	BP
GO:0042908	xenobiotic transport	BP
GO:0042937	tripeptide transmembrane transporter activity	MF
GO:0042939	tripeptide transport	BP
GO:0042989	obsolete sequestering of actin monomers	BP
GO:0042991	obsolete transcription factor import into nucleus	BP
GO:0042992	obsolete negative regulation of transcription factor import into nucleus	BP
GO:0042993	obsolete positive regulation of transcription factor import into nucleus	BP
GO:0042994	obsolete cytoplasmic sequestering of transcription factor	BP
GO:0043001	Golgi to plasma membrane protein transport	BP
GO:0043007	maintenance of rDNA	BP
GO:0043015	gamma-tubulin binding	MF
GO:0043021	ribonucleoprotein complex binding	MF
GO:0043022	ribosome binding	MF
GO:0043023	ribosomal large subunit binding	MF
GO:0043024	ribosomal small subunit binding	MF
GO:0043035	chromatin insulator sequence binding	MF
GO:0043044		
GO:0043047	single-stranded telomeric DNA binding	MF
GO:0043065	positive regulation of apoptotic process	BP
GO:0043066	negative regulation of apoptotic process	BP
GO:0043085	positive regulation of catalytic activity	BP
GO:0043086	negative regulation of catalytic activity	BP
GO:0043087	regulation of GTPase activity	BP
GO:0043103	hypoxanthine salvage	BP
GO:0043111	replication fork arrest	BP
GO:0043115	precorrin-2 dehydrogenase activity	MF
GO:0043130	ubiquitin binding	MF
GO:0043137	DNA replication, removal of RNA primer	BP
GO:0043138	3'-5' DNA helicase activity	MF
GO:0043139	5'-3' DNA helicase activity	MF
GO:0043140		
GO:0043141		
GO:0043142		
GO:0043144	sno(s)RNA processing	BP
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	BP
GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	BP
GO:0043167	ion binding	MF
GO:0043168	anion binding	MF
GO:0043169	cation binding	MF
GO:0043170	macromolecule metabolic process	BP
GO:0043171	peptide catabolic process	BP
GO:0043189	H4/H2A histone acetyltransferase complex	CC
GO:0043190	ATP-binding cassette (ABC) transporter complex	CC
GO:0043200	response to amino acid	BP
GO:0043224	nuclear SCF ubiquitin ligase complex	CC
GO:0043231	intracellular membrane-bounded organelle	CC
GO:0043234		
GO:0043248	proteasome assembly	BP
GO:0043254	regulation of protein-containing complex assembly	BP
GO:0043291	RAVE complex	CC
GO:0043295	glutathione binding	MF
GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	BP
GO:0043332	mating projection tip	CC
GO:0043334	obsolete 2-hexaprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity	MF
GO:0043335	protein unfolding	BP
GO:0043388	positive regulation of DNA binding	BP
GO:0043392	negative regulation of DNA binding	BP
GO:0043399	tRNA adenosine(64)-2'-O-ribosylphosphate transferase activity	MF
GO:0043409	negative regulation of MAPK cascade	BP
GO:0043410	positive regulation of MAPK cascade	BP
GO:0043418	L-homocysteine catabolic process	BP
GO:0043419	urea catabolic process	BP
GO:0043420	obsolete anthranilate metabolic process	BP
GO:0043424	protein histidine kinase binding	MF
GO:0043433	obsolete negative regulation of DNA-binding transcription factor activity	BP
GO:0043457	regulation of cellular respiration	BP
GO:0043486	obsolete histone exchange	BP
GO:0043488	regulation of mRNA stability	BP
GO:0043494	CLRC complex	CC
GO:0043495	protein-membrane adaptor activity	MF
GO:0043504	mitochondrial DNA repair	BP
GO:0043505	CENP-A containing nucleosome	CC
GO:0043527	tRNA methyltransferase complex	CC
GO:0043528	tRNA (m2G10) methyltransferase complex	CC
GO:0043529	GET complex	CC
GO:0043531	ADP binding	MF
GO:0043539	protein serine/threonine kinase activator activity	MF
GO:0043546	molybdopterin cofactor binding	MF
GO:0043547	positive regulation of GTPase activity	BP
GO:0043549	regulation of kinase activity	BP
GO:0043550	regulation of lipid kinase activity	BP
GO:0043558	regulation of translational initiation in response to stress	BP
GO:0043564	Ku70:Ku80 complex	CC
GO:0043565	sequence-specific DNA binding	MF
GO:0043570	maintenance of DNA repeat elements	BP
GO:0043577	chemotropism	BP
GO:0043596	nuclear replication fork	CC
GO:0043603	obsolete amide metabolic process	BP
GO:0043614	multi-eIF complex	CC
GO:0043618	obsolete regulation of transcription from RNA polymerase II promoter in response to stress	BP
GO:0043619	obsolete regulation of transcription from RNA polymerase II promoter in response to oxidative stress	BP
GO:0043623		
GO:0043625	delta DNA polymerase complex	CC
GO:0043626	PCNA complex	CC
GO:0043631	obsolete RNA polyadenylation	BP
GO:0043666	obsolete regulation of phosphoprotein phosphatase activity	BP
GO:0043715	2,3-diketo-5-methylthiopentyl-1-phosphate enolase activity	MF
GO:0043716	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase activity	MF
GO:0043812	phosphatidylinositol-4-phosphate phosphatase activity	MF
GO:0043813	phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity	MF
GO:0043829	tRNA-specific adenosine-37 deaminase activity	MF
GO:0043874	acireductone synthase activity	MF
GO:0043934	sporulation	BP
GO:0043949	obsolete regulation of cAMP-mediated signaling	BP
GO:0043950	obsolete positive regulation of cAMP-mediated signaling	BP
GO:0043966	obsolete histone H3 acetylation	BP
GO:0043967	obsolete histone H4 acetylation	BP
GO:0043968	obsolete histone H2A acetylation	BP
GO:0043970	obsolete histone H3-K9 acetylation	BP
GO:0043971	obsolete histone H3-K18 acetylation	BP
GO:0043991	obsolete histone H2B-S14 phosphorylation	BP
GO:0044025	histone H2BS14 kinase activity	MF
GO:0044088	regulation of vacuole organization	BP
GO:0044109	obsolete cellular alcohol catabolic process	BP
GO:0044154	obsolete histone H3-K14 acetylation	BP
GO:0044182	filamentous growth of a population of unicellular organisms	BP
GO:0044183	protein folding chaperone	MF
GO:0044205	'de novo' UMP biosynthetic process	BP
GO:0044206	UMP salvage	BP
GO:0044208	'de novo' AMP biosynthetic process	BP
GO:0044209	AMP salvage	BP
GO:0044210	'de novo' CTP biosynthetic process	BP
GO:0044211	CTP salvage	BP
GO:0044212		
GO:0044237	obsolete cellular metabolic process	BP
GO:0044238	primary metabolic process	BP
GO:0044249	obsolete cellular biosynthetic process	BP
GO:0044255	obsolete cellular lipid metabolic process	BP
GO:0044257		
GO:0044262	obsolete cellular carbohydrate metabolic process	BP
GO:0044267		
GO:0044271	obsolete cellular nitrogen compound biosynthetic process	BP
GO:0044272	sulfur compound biosynthetic process	BP
GO:0044273	sulfur compound catabolic process	BP
GO:0044281	small molecule metabolic process	BP
GO:0044284	mitochondrial crista junction	CC
GO:0044375	regulation of peroxisome size	BP
GO:0044376	obsolete RNA polymerase II complex import to nucleus	BP
GO:0044377	RNA polymerase II cis-regulatory region sequence-specific DNA binding, bending	MF
GO:0044379	protein localization to actin cortical patch	BP
GO:0044387	negative regulation of protein kinase activity by regulation of protein phosphorylation	BP
GO:0044395	protein targeting to vacuolar membrane	BP
GO:0044396	actin cortical patch organization	BP
GO:0044397	obsolete actin cortical patch internalization	BP
GO:0044419	biological process involved in interspecies interaction between organisms	BP
GO:0044424	obsolete intracellular part	CC
GO:0044444	obsolete cytoplasmic part	CC
GO:0044464	obsolete cell part	CC
GO:0044571	[2Fe-2S] cluster assembly	BP
GO:0044604	ABC-type phytochelatin transporter activity	MF
GO:0044611	nuclear pore inner ring	CC
GO:0044612	nuclear pore linkers	CC
GO:0044613	nuclear pore central transport channel	CC
GO:0044614	nuclear pore cytoplasmic filaments	CC
GO:0044615	nuclear pore nuclear basket	CC
GO:0044690		
GO:0044695	Dsc E3 ubiquitin ligase complex	CC
GO:0044697	HICS complex	CC
GO:0044699		
GO:0044710		
GO:0044718	siderophore transmembrane transport	BP
GO:0044732	mitotic spindle pole body	CC
GO:0044765		
GO:0044773	mitotic DNA damage checkpoint signaling	BP
GO:0044774	mitotic DNA integrity checkpoint signaling	BP
GO:0044778	meiotic DNA integrity checkpoint signaling	BP
GO:0044783		
GO:0044786	cell cycle DNA replication	BP
GO:0044805	obsolete late nucleophagy	BP
GO:0044810		
GO:0044820	mitotic telomere tethering at nuclear periphery	BP
GO:0044853	plasma membrane raft	CC
GO:0044877	protein-containing complex binding	MF
GO:0044878	mitotic cytokinesis checkpoint signaling	BP
GO:0045002	double-strand break repair via single-strand annealing	BP
GO:0045003	double-strand break repair via synthesis-dependent strand annealing	BP
GO:0045004	DNA replication proofreading	BP
GO:0045005	DNA-templated DNA replication maintenance of fidelity	BP
GO:0045009	chitosome	CC
GO:0045010	actin nucleation	BP
GO:0045014	carbon catabolite repression of transcription by glucose	BP
GO:0045015	obsolete HDEL sequence binding	MF
GO:0045016	mitochondrial magnesium ion transmembrane transport	BP
GO:0045022	early endosome to late endosome transport	BP
GO:0045025	mitochondrial degradosome	CC
GO:0045033	peroxisome inheritance	BP
GO:0045039	protein insertion into mitochondrial inner membrane	BP
GO:0045040	protein insertion into mitochondrial outer membrane	BP
GO:0045041	protein import into mitochondrial intermembrane space	BP
GO:0045046	protein import into peroxisome membrane	BP
GO:0045047	protein targeting to ER	BP
GO:0045048	protein insertion into ER membrane	BP
GO:0045053	protein retention in Golgi apparatus	BP
GO:0045116	protein neddylation	BP
GO:0045121	membrane raft	CC
GO:0045122	aflatoxin biosynthetic process	BP
GO:0045128	negative regulation of reciprocal meiotic recombination	BP
GO:0045129	obsolete NAD-independent histone deacetylase activity	MF
GO:0045131	pre-mRNA branch point binding	MF
GO:0045132	meiotic chromosome segregation	BP
GO:0045134	UDP phosphatase activity	MF
GO:0045140	inositol phosphoceramide synthase activity	MF
GO:0045141	meiotic telomere clustering	BP
GO:0045142	triplex DNA binding	MF
GO:0045143	homologous chromosome segregation	BP
GO:0045144	meiotic sister chromatid segregation	BP
GO:0045145	single-stranded DNA 5'-3' DNA exonuclease activity	MF
GO:0045151	acetoin biosynthetic process	BP
GO:0045153		
GO:0045182	translation regulator activity	MF
GO:0045184	establishment of protein localization	BP
GO:0045239	tricarboxylic acid cycle heteromeric enzyme complex	CC
